Year,Month,Trade Type,Consignment,Statistics,Value,Unit
"2021","Feb","Imports","SOUTH SUDAN","Value (Year-to-date)","-",""
"2021","Feb","Imports","SPAIN","Value (Monthly)","475","HK$ Mn"
"2021","Feb","Imports","SPAIN","Value (Year-to-date)","1,092","HK$ Mn"
"2021","Feb","Imports","SRI LANKA","Value (Monthly)","91","HK$ Mn"
"2021","Feb","Imports","SRI LANKA","Value (Year-to-date)","215","HK$ Mn"
"2021","Feb","Imports","SUDAN","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Feb","Imports","SUDAN","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Feb","Imports","SURINAME","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Feb","Imports","SURINAME","Value (Year-to-date)","2","HK$ Mn"
"2021","Feb","Imports","SWEDEN","Value (Monthly)","91","HK$ Mn"
"2021","Feb","Imports","SWEDEN","Value (Year-to-date)","310","HK$ Mn"
"2021","Feb","Imports","SWITZERLAND","Value (Monthly)","5,034","HK$ Mn"
"2021","Feb","Imports","SWITZERLAND","Value (Year-to-date)","10,202","HK$ Mn"
"2021","Feb","Imports","SYRIAN ARAB REPUBLIC","Value (Monthly)","1","HK$ Mn"
"2021","Feb","Imports","SYRIAN ARAB REPUBLIC","Value (Year-to-date)","1","HK$ Mn"
"2021","Feb","Imports","TAIWAN","Value (Monthly)","32,254","HK$ Mn"
"2021","Feb","Imports","TAIWAN","Value (Year-to-date)","72,699","HK$ Mn"
"2021","Feb","Imports","TAJIKISTAN","Value (Monthly)","-",""
"2021","Feb","Imports","TAJIKISTAN","Value (Year-to-date)","-",""
"2021","Feb","Imports","TANZANIA,UNITED REP","Value (Monthly)","48","HK$ Mn"
"2021","Feb","Imports","TANZANIA,UNITED REP","Value (Year-to-date)","95","HK$ Mn"
"2021","Feb","Imports","THAILAND","Value (Monthly)","6,529","HK$ Mn"
"2021","Feb","Imports","THAILAND","Value (Year-to-date)","13,561","HK$ Mn"
"2021","Feb","Imports","THE MAINLAND OF CHINA","Value (Monthly)","132,042","HK$ Mn"
"2021","Feb","Imports","THE MAINLAND OF CHINA","Value (Year-to-date)","318,498","HK$ Mn"
"2021","Feb","Imports","TIMOR-LESTE","Value (Monthly)","-",""
"2021","Feb","Imports","TIMOR-LESTE","Value (Year-to-date)","-",""
"2021","Feb","Imports","TOGO","Value (Monthly)","3","HK$ Mn"
"2021","Feb","Imports","TOGO","Value (Year-to-date)","4","HK$ Mn"
"2021","Feb","Imports","TOKELAU","Value (Monthly)","-",""
"2021","Feb","Imports","TOKELAU","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Feb","Imports","TONGA","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Feb","Imports","TONGA","Value (Year-to-date)","2","HK$ Mn"
"2021","Feb","Imports","TRINIDAD & TOBAGO","Value (Monthly)","2","HK$ Mn"
"2021","Feb","Imports","TRINIDAD & TOBAGO","Value (Year-to-date)","2","HK$ Mn"
"2021","Feb","Imports","TUNISIA","Value (Monthly)","3","HK$ Mn"
"2021","Feb","Imports","TUNISIA","Value (Year-to-date)","5","HK$ Mn"
"2021","Feb","Imports","TURKEY","Value (Monthly)","458","HK$ Mn"
"2021","Feb","Imports","TURKEY","Value (Year-to-date)","1,348","HK$ Mn"
"2021","Feb","Imports","TURKMENISTAN","Value (Monthly)","-",""
"2021","Feb","Imports","TURKMENISTAN","Value (Year-to-date)","-",""
"2021","Feb","Imports","UGANDA","Value (Monthly)","31","HK$ Mn"
"2021","Feb","Imports","UGANDA","Value (Year-to-date)","62","HK$ Mn"
"2021","Feb","Imports","UKRAINE","Value (Monthly)","18","HK$ Mn"
"2021","Feb","Imports","UKRAINE","Value (Year-to-date)","34","HK$ Mn"
"2021","Feb","Imports","UNITED ARAB EMIRATES","Value (Monthly)","2,051","HK$ Mn"
"2021","Feb","Imports","UNITED ARAB EMIRATES","Value (Year-to-date)","4,456","HK$ Mn"
"2021","Feb","Imports","UNITED KINGDOM","Value (Monthly)","5,124","HK$ Mn"
"2021","Feb","Imports","UNITED KINGDOM","Value (Year-to-date)","9,034","HK$ Mn"
"2021","Feb","Imports","URUGUAY","Value (Monthly)","28","HK$ Mn"
"2021","Feb","Imports","URUGUAY","Value (Year-to-date)","68","HK$ Mn"
"2021","Feb","Imports","USA","Value (Monthly)","13,564","HK$ Mn"
"2021","Feb","Imports","USA","Value (Year-to-date)","30,072","HK$ Mn"
"2021","Feb","Imports","UZBEKISTAN","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Feb","Imports","UZBEKISTAN","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Feb","Imports","VANUATU","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Feb","Imports","VANUATU","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Feb","Imports","VENEZUELA, BOLIVARIAN","Value (Monthly)","12","HK$ Mn"
"2021","Feb","Imports","VENEZUELA, BOLIVARIAN","Value (Year-to-date)","18","HK$ Mn"
"2021","Feb","Imports","VIET NAM","Value (Monthly)","7,643","HK$ Mn"
"2021","Feb","Imports","VIET NAM","Value (Year-to-date)","17,039","HK$ Mn"
"2021","Feb","Imports","VIRGIN ISLANDS (U.S.)","Value (Monthly)","-",""
"2021","Feb","Imports","VIRGIN ISLANDS (U.S.)","Value (Year-to-date)","-",""
"2021","Feb","Imports","WESTERN EUROPE, NESOI","Value (Monthly)","-",""
"2021","Feb","Imports","WESTERN EUROPE, NESOI","Value (Year-to-date)","-",""
"2021","Feb","Imports","YEMEN","Value (Monthly)","1","HK$ Mn"
"2021","Feb","Imports","YEMEN","Value (Year-to-date)","4","HK$ Mn"
"2021","Feb","Imports","ZAMBIA","Value (Monthly)","21","HK$ Mn"
"2021","Feb","Imports","ZAMBIA","Value (Year-to-date)","28","HK$ Mn"
"2021","Feb","Imports","ZIMBABWE","Value (Monthly)","26","HK$ Mn"
"2021","Feb","Imports","ZIMBABWE","Value (Year-to-date)","35","HK$ Mn"
"2021","Mar","Imports","AFGHANISTAN","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","AFGHANISTAN","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","AFRICA, NESOI","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","AFRICA, NESOI","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","ALBANIA","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","ALBANIA","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","ALGERIA","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Imports","ALGERIA","Value (Year-to-date)","8","HK$ Mn"
"2021","Mar","Imports","AMERICAN SAMOA","Value (Monthly)","-",""
"2021","Mar","Imports","AMERICAN SAMOA","Value (Year-to-date)","-",""
"2021","Mar","Imports","ANDORRA","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","ANDORRA","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","ANGOLA","Value (Monthly)","-",""
"2021","Mar","Imports","ANGOLA","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","ARGENTINA","Value (Monthly)","127","HK$ Mn"
"2021","Mar","Imports","ARGENTINA","Value (Year-to-date)","345","HK$ Mn"
"2021","Mar","Imports","ARMENIA","Value (Monthly)","4","HK$ Mn"
"2021","Mar","Imports","ARMENIA","Value (Year-to-date)","9","HK$ Mn"
"2021","Mar","Imports","ARUBA","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Imports","ARUBA","Value (Year-to-date)","3","HK$ Mn"
"2021","Mar","Imports","ASIA, NESOI","Value (Monthly)","-",""
"2021","Mar","Imports","ASIA, NESOI","Value (Year-to-date)","-",""
"2021","Mar","Imports","AUSTRALASIA & OCEANIA, NESOI","Value (Monthly)","7","HK$ Mn"
"2021","Mar","Imports","AUSTRALASIA & OCEANIA, NESOI","Value (Year-to-date)","39","HK$ Mn"
"2021","Mar","Imports","AUSTRALIA","Value (Monthly)","1,664","HK$ Mn"
"2021","Mar","Imports","AUSTRALIA","Value (Year-to-date)","4,185","HK$ Mn"
"2021","Mar","Imports","AUSTRIA","Value (Monthly)","198","HK$ Mn"
"2021","Mar","Imports","AUSTRIA","Value (Year-to-date)","495","HK$ Mn"
"2021","Mar","Imports","AZERBAIJAN","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","AZERBAIJAN","Value (Year-to-date)","3","HK$ Mn"
"2021","Mar","Imports","BAHAMAS","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","BAHAMAS","Value (Year-to-date)","1","HK$ Mn"
"2021","Mar","Imports","BAHRAIN","Value (Monthly)","49","HK$ Mn"
"2021","Mar","Imports","BAHRAIN","Value (Year-to-date)","167","HK$ Mn"
"2021","Mar","Imports","BANGLADESH","Value (Monthly)","82","HK$ Mn"
"2021","Mar","Imports","BANGLADESH","Value (Year-to-date)","278","HK$ Mn"
"2021","Mar","Imports","BARBADOS","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","BARBADOS","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","BELARUS","Value (Monthly)","5","HK$ Mn"
"2021","Mar","Imports","BELARUS","Value (Year-to-date)","10","HK$ Mn"
"2021","Mar","Imports","BELGIUM","Value (Monthly)","1,470","HK$ Mn"
"2021","Mar","Imports","BELGIUM","Value (Year-to-date)","4,575","HK$ Mn"
"2021","Mar","Imports","BELIZE","Value (Monthly)","-",""
"2021","Mar","Imports","BELIZE","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","BENIN","Value (Monthly)","-",""
"2021","Mar","Imports","BENIN","Value (Year-to-date)","-",""
"2021","Mar","Imports","BHUTAN","Value (Monthly)","-",""
"2021","Mar","Imports","BHUTAN","Value (Year-to-date)","-",""
"2021","Mar","Imports","BOLIVIA, P STATE OF","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","BOLIVIA, P STATE OF","Value (Year-to-date)","11","HK$ Mn"
"2021","Mar","Imports","BOSNIA & HERZEGOVINA","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Imports","BOSNIA & HERZEGOVINA","Value (Year-to-date)","3","HK$ Mn"
"2021","Mar","Imports","BOTSWANA","Value (Monthly)","180","HK$ Mn"
"2021","Mar","Imports","BOTSWANA","Value (Year-to-date)","428","HK$ Mn"
"2021","Mar","Imports","BRAZIL","Value (Monthly)","1,385","HK$ Mn"
"2021","Mar","Imports","BRAZIL","Value (Year-to-date)","3,544","HK$ Mn"
"2021","Mar","Imports","BRUNEI DARUSSALAM","Value (Monthly)","4","HK$ Mn"
"2021","Mar","Imports","BRUNEI DARUSSALAM","Value (Year-to-date)","7","HK$ Mn"
"2021","Mar","Imports","BULGARIA","Value (Monthly)","63","HK$ Mn"
"2021","Mar","Imports","BULGARIA","Value (Year-to-date)","168","HK$ Mn"
"2021","Mar","Imports","BURKINA FASO","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","BURKINA FASO","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","BURUNDI","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","BURUNDI","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","CAMBODIA","Value (Monthly)","119","HK$ Mn"
"2021","Mar","Imports","CAMBODIA","Value (Year-to-date)","363","HK$ Mn"
"2021","Mar","Imports","CAMEROON","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","CAMEROON","Value (Year-to-date)","1","HK$ Mn"
"2021","Mar","Imports","CANADA","Value (Monthly)","869","HK$ Mn"
"2021","Mar","Imports","CANADA","Value (Year-to-date)","2,233","HK$ Mn"
"2021","Mar","Imports","CENTRAL & SOUTH AMERICA,NESOI","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Imports","CENTRAL & SOUTH AMERICA,NESOI","Value (Year-to-date)","8","HK$ Mn"
"2021","Mar","Imports","CHAD","Value (Monthly)","-",""
"2021","Mar","Imports","CHAD","Value (Year-to-date)","-",""
"2021","Mar","Imports","CHILE","Value (Monthly)","726","HK$ Mn"
"2021","Mar","Imports","CHILE","Value (Year-to-date)","11,030","HK$ Mn"
"2021","Mar","Imports","COLOMBIA","Value (Monthly)","19","HK$ Mn"
"2021","Mar","Imports","COLOMBIA","Value (Year-to-date)","57","HK$ Mn"
"2021","Mar","Imports","COMOROS","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","COMOROS","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","CONGO","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Imports","CONGO","Value (Year-to-date)","7","HK$ Mn"
"2021","Mar","Imports","CONGO, DEM REP THE","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","CONGO, DEM REP THE","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","COSTA RICA","Value (Monthly)","308","HK$ Mn"
"2021","Mar","Imports","COSTA RICA","Value (Year-to-date)","1,381","HK$ Mn"
"2021","Mar","Imports","COTE D'IVOIRE","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","COTE D'IVOIRE","Value (Year-to-date)","1","HK$ Mn"
"2021","Mar","Imports","CROATIA","Value (Monthly)","11","HK$ Mn"
"2021","Mar","Imports","CROATIA","Value (Year-to-date)","45","HK$ Mn"
"2021","Mar","Imports","CUBA","Value (Monthly)","30","HK$ Mn"
"2021","Mar","Imports","CUBA","Value (Year-to-date)","59","HK$ Mn"
"2021","Mar","Imports","CYPRUS","Value (Monthly)","18","HK$ Mn"
"2021","Mar","Imports","CYPRUS","Value (Year-to-date)","40","HK$ Mn"
"2021","Mar","Imports","CZECHIA","Value (Monthly)","308","HK$ Mn"
"2021","Mar","Imports","CZECHIA","Value (Year-to-date)","781","HK$ Mn"
"2021","Mar","Imports","DENMARK","Value (Monthly)","212","HK$ Mn"
"2021","Mar","Imports","DENMARK","Value (Year-to-date)","561","HK$ Mn"
"2021","Mar","Imports","DJIBOUTI","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","DJIBOUTI","Value (Year-to-date)","1","HK$ Mn"
"2021","Mar","Imports","DOMINICAN REPUBLIC","Value (Monthly)","73","HK$ Mn"
"2021","Mar","Imports","DOMINICAN REPUBLIC","Value (Year-to-date)","103","HK$ Mn"
"2021","Mar","Imports","ECUADOR","Value (Monthly)","37","HK$ Mn"
"2021","Mar","Imports","ECUADOR","Value (Year-to-date)","92","HK$ Mn"
"2021","Mar","Imports","EGYPT","Value (Monthly)","76","HK$ Mn"
"2021","Mar","Imports","EGYPT","Value (Year-to-date)","342","HK$ Mn"
"2021","Mar","Imports","EL SALVADOR","Value (Monthly)","94","HK$ Mn"
"2021","Mar","Imports","EL SALVADOR","Value (Year-to-date)","242","HK$ Mn"
"2021","Mar","Imports","EQUATORIAL GUINEA","Value (Monthly)","-",""
"2021","Mar","Imports","EQUATORIAL GUINEA","Value (Year-to-date)","-",""
"2021","Mar","Imports","ESTONIA","Value (Monthly)","17","HK$ Mn"
"2021","Mar","Imports","ESTONIA","Value (Year-to-date)","43","HK$ Mn"
"2021","Mar","Imports","ESWATINI","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","ESWATINI","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","ETHIOPIA","Value (Monthly)","4","HK$ Mn"
"2021","Mar","Imports","ETHIOPIA","Value (Year-to-date)","9","HK$ Mn"
"2021","Mar","Imports","FIJI","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Imports","FIJI","Value (Year-to-date)","2","HK$ Mn"
"2021","Mar","Imports","FINLAND","Value (Monthly)","45","HK$ Mn"
"2021","Mar","Imports","FINLAND","Value (Year-to-date)","159","HK$ Mn"
"2021","Mar","Imports","FRANCE","Value (Monthly)","4,796","HK$ Mn"
"2021","Mar","Imports","FRANCE","Value (Year-to-date)","10,394","HK$ Mn"
"2021","Mar","Imports","GABON","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","GABON","Value (Year-to-date)","2","HK$ Mn"
"2021","Mar","Imports","GAMBIA","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","GAMBIA","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","GEORGIA","Value (Monthly)","4","HK$ Mn"
"2021","Mar","Imports","GEORGIA","Value (Year-to-date)","8","HK$ Mn"
"2021","Mar","Imports","GERMANY","Value (Monthly)","5,027","HK$ Mn"
"2021","Mar","Imports","GERMANY","Value (Year-to-date)","12,831","HK$ Mn"
"2021","Mar","Imports","GHANA","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","GHANA","Value (Year-to-date)","3","HK$ Mn"
"2021","Mar","Imports","GIBRALTAR","Value (Monthly)","2","HK$ Mn"
"2021","Mar","Imports","GIBRALTAR","Value (Year-to-date)","5","HK$ Mn"
"2021","Mar","Imports","GREECE","Value (Monthly)","29","HK$ Mn"
"2021","Mar","Imports","GREECE","Value (Year-to-date)","91","HK$ Mn"
"2021","Mar","Imports","GRENADA","Value (Monthly)","-",""
"2021","Mar","Imports","GRENADA","Value (Year-to-date)","-",""
"2021","Mar","Imports","GUAM","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Imports","GUAM","Value (Year-to-date)","6","HK$ Mn"
"2021","Mar","Imports","GUATEMALA","Value (Monthly)","13","HK$ Mn"
"2021","Mar","Imports","GUATEMALA","Value (Year-to-date)","34","HK$ Mn"
"2021","Mar","Imports","GUINEA","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Imports","GUINEA","Value (Year-to-date)","3","HK$ Mn"
"2021","Mar","Imports","GUINEA-BISSAU","Value (Monthly)","-",""
"2021","Mar","Imports","GUINEA-BISSAU","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","GUYANA","Value (Monthly)","11","HK$ Mn"
"2021","Mar","Imports","GUYANA","Value (Year-to-date)","26","HK$ Mn"
"2021","Mar","Imports","HAITI","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","HAITI","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","HOLY SEE","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","HOLY SEE","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","HONDURAS","Value (Monthly)","10","HK$ Mn"
"2021","Mar","Imports","HONDURAS","Value (Year-to-date)","21","HK$ Mn"
"2021","Mar","Imports","HUNGARY","Value (Monthly)","224","HK$ Mn"
"2021","Mar","Imports","HUNGARY","Value (Year-to-date)","759","HK$ Mn"
"2021","Mar","Imports","ICELAND","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Imports","ICELAND","Value (Year-to-date)","4","HK$ Mn"
"2021","Mar","Imports","INDIA","Value (Monthly)","7,394","HK$ Mn"
"2021","Mar","Imports","INDIA","Value (Year-to-date)","18,723","HK$ Mn"
"2021","Mar","Imports","INDONESIA","Value (Monthly)","1,104","HK$ Mn"
"2021","Mar","Imports","INDONESIA","Value (Year-to-date)","3,534","HK$ Mn"
"2021","Mar","Imports","IRAN, ISLAMIC REP","Value (Monthly)","36","HK$ Mn"
"2021","Mar","Imports","IRAN, ISLAMIC REP","Value (Year-to-date)","116","HK$ Mn"
"2021","Mar","Imports","IRAQ","Value (Monthly)","5","HK$ Mn"
"2021","Mar","Imports","IRAQ","Value (Year-to-date)","9","HK$ Mn"
"2021","Mar","Imports","IRELAND","Value (Monthly)","527","HK$ Mn"
"2021","Mar","Imports","IRELAND","Value (Year-to-date)","1,397","HK$ Mn"
"2021","Mar","Imports","ISRAEL","Value (Monthly)","969","HK$ Mn"
"2021","Mar","Imports","ISRAEL","Value (Year-to-date)","2,931","HK$ Mn"
"2021","Mar","Imports","ITALY","Value (Monthly)","3,607","HK$ Mn"
"2021","Mar","Imports","ITALY","Value (Year-to-date)","9,591","HK$ Mn"
"2021","Mar","Imports","JAMAICA","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Imports","JAMAICA","Value (Year-to-date)","2","HK$ Mn"
"2021","Mar","Imports","JAPAN","Value (Monthly)","22,960","HK$ Mn"
"2021","Mar","Imports","JAPAN","Value (Year-to-date)","63,358","HK$ Mn"
"2021","Mar","Imports","JORDAN","Value (Monthly)","23","HK$ Mn"
"2021","Mar","Imports","JORDAN","Value (Year-to-date)","60","HK$ Mn"
"2021","Mar","Imports","KAZAKHSTAN","Value (Monthly)","2","HK$ Mn"
"2021","Mar","Imports","KAZAKHSTAN","Value (Year-to-date)","6","HK$ Mn"
"2021","Mar","Imports","KENYA","Value (Monthly)","17","HK$ Mn"
"2021","Mar","Imports","KENYA","Value (Year-to-date)","46","HK$ Mn"
"2021","Mar","Imports","KIRIBATI","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","KIRIBATI","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","KOREA","Value (Monthly)","26,138","HK$ Mn"
"2021","Mar","Imports","KOREA","Value (Year-to-date)","70,474","HK$ Mn"
"2021","Mar","Imports","KUWAIT","Value (Monthly)","5","HK$ Mn"
"2021","Mar","Imports","KUWAIT","Value (Year-to-date)","32","HK$ Mn"
"2021","Mar","Imports","KYRGYZSTAN","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","KYRGYZSTAN","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","LAOS","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Imports","LAOS","Value (Year-to-date)","5","HK$ Mn"
"2021","Mar","Imports","LATVIA","Value (Monthly)","12","HK$ Mn"
"2021","Mar","Imports","LATVIA","Value (Year-to-date)","63","HK$ Mn"
"2021","Mar","Imports","LEBANON","Value (Monthly)","4","HK$ Mn"
"2021","Mar","Imports","LEBANON","Value (Year-to-date)","33","HK$ Mn"
"2021","Mar","Imports","LESOTHO","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","LESOTHO","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","LIBERIA","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Imports","LIBERIA","Value (Year-to-date)","1","HK$ Mn"
"2021","Mar","Imports","LIBYA","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","LIBYA","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","LIECHTENSTEIN","Value (Monthly)","4","HK$ Mn"
"2021","Mar","Imports","LIECHTENSTEIN","Value (Year-to-date)","8","HK$ Mn"
"2021","Mar","Imports","LITHUANIA","Value (Monthly)","55","HK$ Mn"
"2021","Mar","Imports","LITHUANIA","Value (Year-to-date)","136","HK$ Mn"
"2021","Mar","Imports","LUXEMBOURG","Value (Monthly)","885","HK$ Mn"
"2021","Mar","Imports","LUXEMBOURG","Value (Year-to-date)","1,432","HK$ Mn"
"2021","Mar","Imports","MACAO","Value (Monthly)","844","HK$ Mn"
"2021","Mar","Imports","MACAO","Value (Year-to-date)","2,158","HK$ Mn"
"2021","Mar","Imports","MADAGASCAR","Value (Monthly)","2","HK$ Mn"
"2021","Mar","Imports","MADAGASCAR","Value (Year-to-date)","6","HK$ Mn"
"2021","Mar","Imports","MALAWI","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Imports","MALAWI","Value (Year-to-date)","1","HK$ Mn"
"2021","Mar","Imports","MALAYSIA","Value (Monthly)","14,480","HK$ Mn"
"2021","Mar","Imports","MALAYSIA","Value (Year-to-date)","40,510","HK$ Mn"
"2021","Mar","Imports","MALDIVES","Value (Monthly)","7","HK$ Mn"
"2021","Mar","Imports","MALDIVES","Value (Year-to-date)","17","HK$ Mn"
"2021","Mar","Imports","MALI","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Imports","MALI","Value (Year-to-date)","1","HK$ Mn"
"2021","Mar","Imports","MALTA","Value (Monthly)","166","HK$ Mn"
"2021","Mar","Imports","MALTA","Value (Year-to-date)","423","HK$ Mn"
"2021","Mar","Imports","MARSHALL ISLANDS","Value (Monthly)","-",""
"2021","Mar","Imports","MARSHALL ISLANDS","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","MAURITANIA","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","MAURITANIA","Value (Year-to-date)","4","HK$ Mn"
"2021","Mar","Imports","MAURITIUS","Value (Monthly)","2","HK$ Mn"
"2021","Mar","Imports","MAURITIUS","Value (Year-to-date)","7","HK$ Mn"
"2021","Mar","Imports","MEXICO","Value (Monthly)","532","HK$ Mn"
"2021","Mar","Imports","MEXICO","Value (Year-to-date)","1,428","HK$ Mn"
"2021","Mar","Imports","MICRONESIA FS & PALAU","Value (Monthly)","-",""
"2021","Mar","Imports","MICRONESIA FS & PALAU","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","MIDDLE EAST, NESOI","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","MIDDLE EAST, NESOI","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","MOLDOVA, REPUBLIC OF","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","MOLDOVA, REPUBLIC OF","Value (Year-to-date)","2","HK$ Mn"
"2021","Mar","Imports","MONGOLIA","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","MONGOLIA","Value (Year-to-date)","2","HK$ Mn"
"2021","Mar","Imports","MONTENEGRO","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Imports","MONTENEGRO","Value (Year-to-date)","2","HK$ Mn"
"2021","Mar","Imports","MOROCCO","Value (Monthly)","89","HK$ Mn"
"2021","Mar","Imports","MOROCCO","Value (Year-to-date)","261","HK$ Mn"
"2021","Mar","Imports","MOZAMBIQUE","Value (Monthly)","2","HK$ Mn"
"2021","Mar","Imports","MOZAMBIQUE","Value (Year-to-date)","6","HK$ Mn"
"2021","Mar","Imports","MYANMAR","Value (Monthly)","68","HK$ Mn"
"2021","Mar","Imports","MYANMAR","Value (Year-to-date)","190","HK$ Mn"
"2021","Mar","Imports","NAMIBIA","Value (Monthly)","7","HK$ Mn"
"2021","Mar","Imports","NAMIBIA","Value (Year-to-date)","18","HK$ Mn"
"2021","Mar","Imports","NAURU","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Imports","NAURU","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","NEPAL","Value (Monthly)","3","HK$ Mn"
"2021","Mar","Imports","NEPAL","Value (Year-to-date)","26","HK$ Mn"
"2021","Mar","Imports","NETHERLANDS","Value (Monthly)","1,716","HK$ Mn"
"2021","Mar","Imports","NETHERLANDS","Value (Year-to-date)","4,161","HK$ Mn"
"2021","Mar","Imports","NEW ZEALAND","Value (Monthly)","317","HK$ Mn"
"2021","Mar","Imports","NEW ZEALAND","Value (Year-to-date)","931","HK$ Mn"
"2021","Mar","Imports","NICARAGUA","Value (Monthly)","21","HK$ Mn"
"2021","Mar","Imports","NICARAGUA","Value (Year-to-date)","44","HK$ Mn"
"2021","Mar","Imports","NIGER","Value (Monthly)","-",""
"2021","Mar","Imports","NIGER","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Imports","NIGERIA","Value (Monthly)","3","HK$ Mn"
"2021","Mar","Imports","NIGERIA","Value (Year-to-date)","10","HK$ Mn"
"2021","Mar","Imports","NORTH AMERICA, NESOI","Value (Monthly)","-",""
