Time,User_ID,Tweet,like_count,reply_count,retweet_count,language
2022-03-03 09:30:33+00:00,1903712426,"Russia delivers 30 tonnes of humanitarian aid to Ukrainian residents from Belgorod region:
https://t.co/vRxA9XU0Do https://t.co/Dl2KAoKvPF",208,107,105,en
2022-03-03 09:38:47+00:00,1903712426,"Russia prepared for dialogue with West on security guarantees — senior diplomat:
https://t.co/zBecdOjegj https://t.co/XkCZGFPePj",46,19,20,en
2022-03-03 10:00:13+00:00,1903712426,"Russia’s COVID-19 cases surge by almost 93,000 — crisis center:
https://t.co/FPkEAqZMCm https://t.co/BDbiSiN5D3",11,10,8,en
2022-03-03 11:00:13+00:00,1903712426,"Dollar, euro exchange rates hit all-time highs again on Moscow Exchange:
https://t.co/f3EfLhiNeY https://t.co/Gt8vGa9VPN",16,22,10,en
2022-03-03 15:07:42+00:00,1903712426,"Lavrov expects solution to Ukraine issue to be found, West to get over hysteria:
https://t.co/HqoOalu21k https://t.co/FQ6C9qETOc",70,50,25,en
2022-03-03 15:30:52+00:00,1903712426,"Russia has reason to believe that Kiev deliberately delays talks, Kremlin Spokesman Dmitry Peskov told reporters:
https://t.co/ZV051dGWgh https://t.co/hNTpkIKqYA",56,27,24,en
2022-03-03 15:47:21+00:00,1903712426,"Second round of Russian-Ukrainian talks begins in western Belarus:
https://t.co/ATjV1Ztxcj https://t.co/4nXkbhp6qc",24,10,16,en
2022-03-03 16:00:52+00:00,1903712426,"None of the mercenaries the West is sending to Ukraine to fight for the nationalist regime will enjoy the right of combatants under international humanitarian law, Russian Defense Ministry spokesman Igor Konashenkov said:
https://t.co/TCRjZYzoRv https://t.co/jp2pJOjM6C",128,57,58,en
2022-03-03 16:30:07+00:00,1903712426,"SpaceX launches rocket with 47 satellites for Starlink network:
https://t.co/gQSLPbSVMB https://t.co/UISsoadeD9",19,13,11,en
2022-03-03 17:00:06+00:00,1903712426,"Which foreign companies, brands suspended activities, supplies to Russia. Companies from various segments - aviation, gaming, industrial and others - announced their decision to freeze exports:
https://t.co/qPZ5Jg3pKO https://t.co/CuQmuPyC8G",22,32,12,en
2022-03-04 00:52:06+00:00,1903712426,"The United States expects that Russian-Ukrainian talks will lead to the immediate halt of Russia’s military operation and withdrawal of its troops from Ukraine, Deputy Assistant Secretary of State Christopher Robinson said:
https://t.co/CXf8US9CiP https://t.co/nNTzC006tc",16,15,6,en
2022-03-04 01:59:13+00:00,1903712426,"The COVID-19 coronavirus death toll exceeded 6 mln worldwide, according to TASS estimates based on official reports and conclusions of exports and mass media:
https://t.co/9Sw0qW8uZb https://t.co/SClXLwjZhC",9,9,4,en
2022-03-04 02:31:40+00:00,1903712426,"US-based Google has suspended search engine advertising sales on its platforms on the Russian territory, Reuters said, citing the company’s statement:
https://t.co/lbjiu7ArSc https://t.co/WKeE2Przwl",23,13,5,en
2022-03-04 10:17:56+00:00,1903712426,"State Duma introduces criminal liability for calls for sanctions against Russia:
https://t.co/rmZVuOVWli https://t.co/VBcXl3JqVn",50,39,33,en
2022-03-04 11:00:24+00:00,1903712426,"Russia’s COVID-19 cases surge by almost 89,000 — crisis center. The country registered 776 deaths and 160,507 recoveries over the past day:
https://t.co/dg7CmVYBdN https://t.co/HrCZoVDVFF",4,6,0,en
2022-03-04 11:30:45+00:00,1903712426,"Belarusian President Alexander Lukashenko believes that the West is interested in a prolonged war in Ukraine in order to drown Russia and Belarus in the turmoil:
https://t.co/EcSpT6lHeG https://t.co/CV9C8NjkV0",101,34,43,en
2022-03-04 12:00:36+00:00,1903712426,"Alexander Lukashenko has signed the referendum verdict on constitutional amendments, according to the Belarus 1 TV channel:
https://t.co/wivkNWfdWP https://t.co/hXeNZOfpS2",11,7,6,en
2022-03-04 12:01:00+00:00,1903712426,"Press review: Can EU really abandon Russian energy and retail exodus in Russia underway. Top stories from the Russian press on Friday, March 4th: 
https://t.co/bqwfduXNgy https://t.co/rwsGxvkkms",11,7,7,en
2022-03-04 13:00:51+00:00,1903712426,"Belarusian army does not participate in special operation in Ukraine, Lukashenko says:
https://t.co/9kC0h4Hncf https://t.co/VWFflYvI4w",22,15,18,en
2022-03-04 14:00:16+00:00,1903712426,"IAEA general director says no radiation leaked at Zaporozhskaya NPP in Ukraine:
https://t.co/lzjd9FP7Y5 https://t.co/2BjjsyBEKN",34,8,28,en
2022-03-04 14:30:57+00:00,1903712426,"Chinese leader Xi Jinping declares 2022 Winter Paralympic Games in Beijing as open. The Winter Paralympics are scheduled for March 4-13: 
https://t.co/4E503ngttp https://t.co/IpNpSDKzha",14,3,2,en
2022-03-04 15:00:49+00:00,1903712426,"Situation with Zaporozhskaya NPP shows need to end hostilities in Ukraine — NATO:
https://t.co/XXWDQrb5Lv https://t.co/RVGIpgkQsJ",17,12,6,en
2022-03-04 15:30:15+00:00,1903712426,"US doesn’t want new Cold War but Russia needs to listen to world — Nuland: 
https://t.co/2V3NhQOnDt https://t.co/wHLbrtzsBa",22,13,7,en
2022-03-04 15:47:52+00:00,1903712426,"Kiev asks ICRC to begin organization of humanitarian corridors:
https://t.co/GAmi5pvj0F https://t.co/nVqYmyd2OG",13,8,11,en
2022-03-04 16:01:01+00:00,1903712426,"Ankara would like to organize a meeting between Russian Foreign Minister Sergey Lavrov and his Ukrainian counterpart Dmitry Kuleba on the sidelines of the Antalya Diplomacy Forum, Turkish Foreign Minister Mevlut Cavusoglu said:
https://t.co/jlXdq0Hzmd https://t.co/1Zyq3iNq54",31,5,19,en
2022-03-04 16:30:46+00:00,1903712426,"Stoltenberg says NATO agrees there should be no alliance soldiers and aircraft in Ukraine:
https://t.co/6ZZXnOTmJg https://t.co/GNxwoW1t2K",28,9,13,en
2022-03-04 16:31:01+00:00,1903712426,"NATO does not seek a war with Russia, but has a responsibility that the conflict will not spread beyond Ukraine, NATO Secretary General Jens Stoltenberg said:
https://t.co/QR1OqpdtSd https://t.co/TfhSqtCrb9",22,12,11,en
