Year,Month,Trade Type,Consignment,Statistics,Value,Unit
"2022","Jan","Total Exports","LIBYA","Value (Year-to-date)","29","HK$ Mn"
"2022","Jan","Total Exports","LIECHTENSTEIN","Value (Monthly)","21","HK$ Mn"
"2022","Jan","Total Exports","LIECHTENSTEIN","Value (Year-to-date)","21","HK$ Mn"
"2022","Jan","Total Exports","LITHUANIA","Value (Monthly)","246","HK$ Mn"
"2022","Jan","Total Exports","LITHUANIA","Value (Year-to-date)","246","HK$ Mn"
"2022","Jan","Total Exports","LUXEMBOURG","Value (Monthly)","189","HK$ Mn"
"2022","Jan","Total Exports","LUXEMBOURG","Value (Year-to-date)","189","HK$ Mn"
"2022","Jan","Total Exports","MACAO","Value (Monthly)","6,470","HK$ Mn"
"2022","Jan","Total Exports","MACAO","Value (Year-to-date)","6,470","HK$ Mn"
"2022","Jan","Total Exports","MADAGASCAR","Value (Monthly)","19","HK$ Mn"
"2022","Jan","Total Exports","MADAGASCAR","Value (Year-to-date)","19","HK$ Mn"
"2022","Jan","Total Exports","MALAWI","Value (Monthly)","17","HK$ Mn"
"2022","Jan","Total Exports","MALAWI","Value (Year-to-date)","17","HK$ Mn"
"2022","Jan","Total Exports","MALAYSIA","Value (Monthly)","4,118","HK$ Mn"
"2022","Jan","Total Exports","MALAYSIA","Value (Year-to-date)","4,118","HK$ Mn"
"2022","Jan","Total Exports","MALDIVES","Value (Monthly)","5","HK$ Mn"
"2022","Jan","Total Exports","MALDIVES","Value (Year-to-date)","5","HK$ Mn"
"2022","Jan","Total Exports","MALI","Value (Monthly)","54","HK$ Mn"
"2022","Jan","Total Exports","MALI","Value (Year-to-date)","54","HK$ Mn"
"2022","Jan","Total Exports","MALTA","Value (Monthly)","16","HK$ Mn"
"2022","Jan","Total Exports","MALTA","Value (Year-to-date)","16","HK$ Mn"
"2022","Jan","Total Exports","MARSHALL ISLANDS","Value (Monthly)","0@Mn","HK$ Mn"
"2022","Jan","Total Exports","MARSHALL ISLANDS","Value (Year-to-date)","0@Mn","HK$ Mn"
"2022","Jan","Total Exports","MAURITANIA","Value (Monthly)","0@Mn","HK$ Mn"
"2022","Jan","Total Exports","MAURITANIA","Value (Year-to-date)","0@Mn","HK$ Mn"
"2022","Jan","Total Exports","MAURITIUS","Value (Monthly)","33","HK$ Mn"
"2022","Jan","Total Exports","MAURITIUS","Value (Year-to-date)","33","HK$ Mn"
"2022","Jan","Total Exports","MEXICO","Value (Monthly)","4,184","HK$ Mn"
"2022","Jan","Total Exports","MEXICO","Value (Year-to-date)","4,184","HK$ Mn"
"2022","Jan","Total Exports","MICRONESIA FS & PALAU","Value (Monthly)","5","HK$ Mn"
"2022","Jan","Total Exports","MICRONESIA FS & PALAU","Value (Year-to-date)","5","HK$ Mn"
"2022","Jan","Total Exports","MIDDLE EAST, NESOI","Value (Monthly)","0@Mn","HK$ Mn"
"2022","Jan","Total Exports","MIDDLE EAST, NESOI","Value (Year-to-date)","0@Mn","HK$ Mn"
"2022","Jan","Total Exports","MOLDOVA, REPUBLIC OF","Value (Monthly)","14","HK$ Mn"
"2022","Jan","Total Exports","MOLDOVA, REPUBLIC OF","Value (Year-to-date)","14","HK$ Mn"
"2022","Jan","Total Exports","MONGOLIA","Value (Monthly)","22","HK$ Mn"
"2022","Jan","Total Exports","MONGOLIA","Value (Year-to-date)","22","HK$ Mn"
"2022","Jan","Total Exports","MONTENEGRO","Value (Monthly)","1","HK$ Mn"
"2022","Jan","Total Exports","MONTENEGRO","Value (Year-to-date)","1","HK$ Mn"
"2022","Jan","Total Exports","MOROCCO","Value (Monthly)","176","HK$ Mn"
"2022","Jan","Total Exports","MOROCCO","Value (Year-to-date)","176","HK$ Mn"
"2022","Jan","Total Exports","MOZAMBIQUE","Value (Monthly)","33","HK$ Mn"
"2022","Jan","Total Exports","MOZAMBIQUE","Value (Year-to-date)","33","HK$ Mn"
"2022","Jan","Total Exports","MYANMAR","Value (Monthly)","149","HK$ Mn"
"2022","Jan","Total Exports","MYANMAR","Value (Year-to-date)","149","HK$ Mn"
"2022","Jan","Total Exports","NAMIBIA","Value (Monthly)","2","HK$ Mn"
"2022","Jan","Total Exports","NAMIBIA","Value (Year-to-date)","2","HK$ Mn"
"2022","Jan","Total Exports","NAURU","Value (Monthly)","0@Mn","HK$ Mn"
"2022","Jan","Total Exports","NAURU","Value (Year-to-date)","0@Mn","HK$ Mn"
"2022","Jan","Total Exports","NEPAL","Value (Monthly)","67","HK$ Mn"
"2022","Jan","Total Exports","NEPAL","Value (Year-to-date)","67","HK$ Mn"
"2022","Jan","Total Exports","NETHERLANDS","Value (Monthly)","7,694","HK$ Mn"
"2022","Jan","Total Exports","NETHERLANDS","Value (Year-to-date)","7,694","HK$ Mn"
"2022","Jan","Total Exports","NEW ZEALAND","Value (Monthly)","404","HK$ Mn"
"2022","Jan","Total Exports","NEW ZEALAND","Value (Year-to-date)","404","HK$ Mn"
"2022","Jan","Total Exports","NICARAGUA","Value (Monthly)","15","HK$ Mn"
"2022","Jan","Total Exports","NICARAGUA","Value (Year-to-date)","15","HK$ Mn"
"2022","Jan","Total Exports","NIGER","Value (Monthly)","2","HK$ Mn"
"2022","Jan","Total Exports","NIGER","Value (Year-to-date)","2","HK$ Mn"
"2022","Jan","Total Exports","NIGERIA","Value (Monthly)","484","HK$ Mn"
"2022","Jan","Total Exports","NIGERIA","Value (Year-to-date)","484","HK$ Mn"
"2022","Jan","Total Exports","NORTH AMERICA, NESOI","Value (Monthly)","-",""
"2022","Jan","Total Exports","NORTH AMERICA, NESOI","Value (Year-to-date)","-",""
"2022","Jan","Total Exports","NORTH MACEDONIA","Value (Monthly)","15","HK$ Mn"
"2022","Jan","Total Exports","NORTH MACEDONIA","Value (Year-to-date)","15","HK$ Mn"
"2022","Jan","Total Exports","NORTHERN MARIANA IS","Value (Monthly)","1","HK$ Mn"
"2022","Jan","Total Exports","NORTHERN MARIANA IS","Value (Year-to-date)","1","HK$ Mn"
"2022","Jan","Total Exports","NORWAY","Value (Monthly)","117","HK$ Mn"
"2022","Jan","Total Exports","NORWAY","Value (Year-to-date)","117","HK$ Mn"
"2022","Jan","Total Exports","OMAN","Value (Monthly)","61","HK$ Mn"
"2022","Jan","Total Exports","OMAN","Value (Year-to-date)","61","HK$ Mn"
"2022","Jan","Total Exports","PAKISTAN","Value (Monthly)","179","HK$ Mn"
"2022","Jan","Total Exports","PAKISTAN","Value (Year-to-date)","179","HK$ Mn"
"2022","Jan","Total Exports","PANAMA","Value (Monthly)","177","HK$ Mn"
"2022","Jan","Total Exports","PANAMA","Value (Year-to-date)","177","HK$ Mn"
"2022","Jan","Total Exports","PAPUA NEW GUINEA","Value (Monthly)","16","HK$ Mn"
"2022","Jan","Total Exports","PAPUA NEW GUINEA","Value (Year-to-date)","16","HK$ Mn"
"2022","Jan","Total Exports","PARAGUAY","Value (Monthly)","122","HK$ Mn"
"2022","Jan","Total Exports","PARAGUAY","Value (Year-to-date)","122","HK$ Mn"
"2022","Jan","Total Exports","PERU","Value (Monthly)","561","HK$ Mn"
"2022","Jan","Total Exports","PERU","Value (Year-to-date)","561","HK$ Mn"
"2022","Jan","Total Exports","PHILIPPINES","Value (Monthly)","3,086","HK$ Mn"
"2022","Jan","Total Exports","PHILIPPINES","Value (Year-to-date)","3,086","HK$ Mn"
"2022","Jan","Total Exports","POLAND","Value (Monthly)","1,564","HK$ Mn"
"2022","Jan","Total Exports","POLAND","Value (Year-to-date)","1,564","HK$ Mn"
"2022","Jan","Total Exports","PORTUGAL","Value (Monthly)","276","HK$ Mn"
"2022","Jan","Total Exports","PORTUGAL","Value (Year-to-date)","276","HK$ Mn"
"2022","Jan","Total Exports","POSTAL PACKAGES","Value (Monthly)","91","HK$ Mn"
"2022","Jan","Total Exports","POSTAL PACKAGES","Value (Year-to-date)","91","HK$ Mn"
"2022","Jan","Total Exports","PUERTO RICO","Value (Monthly)","30","HK$ Mn"
"2022","Jan","Total Exports","PUERTO RICO","Value (Year-to-date)","30","HK$ Mn"
"2022","Jan","Total Exports","QATAR","Value (Monthly)","686","HK$ Mn"
"2022","Jan","Total Exports","QATAR","Value (Year-to-date)","686","HK$ Mn"
"2022","Jan","Total Exports","ROMANIA","Value (Monthly)","385","HK$ Mn"
"2022","Jan","Total Exports","ROMANIA","Value (Year-to-date)","385","HK$ Mn"
"2022","Jan","Total Exports","RUSSIA","Value (Monthly)","3,327","HK$ Mn"
"2022","Jan","Total Exports","RUSSIA","Value (Year-to-date)","3,327","HK$ Mn"
"2022","Jan","Total Exports","RWANDA","Value (Monthly)","20","HK$ Mn"
"2022","Jan","Total Exports","RWANDA","Value (Year-to-date)","20","HK$ Mn"
"2022","Jan","Total Exports","SAMOA","Value (Monthly)","2","HK$ Mn"
"2022","Jan","Total Exports","SAMOA","Value (Year-to-date)","2","HK$ Mn"
"2022","Jan","Total Exports","SAN MARINO","Value (Monthly)","1","HK$ Mn"
"2022","Jan","Total Exports","SAN MARINO","Value (Year-to-date)","1","HK$ Mn"
"2022","Jan","Total Exports","SAO TOME & PRINCIPE","Value (Monthly)","0@Mn","HK$ Mn"
"2022","Jan","Total Exports","SAO TOME & PRINCIPE","Value (Year-to-date)","0@Mn","HK$ Mn"
"2022","Jan","Total Exports","SAUDI ARABIA","Value (Monthly)","893","HK$ Mn"
"2022","Jan","Total Exports","SAUDI ARABIA","Value (Year-to-date)","893","HK$ Mn"
"2022","Jan","Total Exports","SENEGAL","Value (Monthly)","23","HK$ Mn"
"2022","Jan","Total Exports","SENEGAL","Value (Year-to-date)","23","HK$ Mn"
"2022","Jan","Total Exports","SERBIA","Value (Monthly)","99","HK$ Mn"
"2022","Jan","Total Exports","SERBIA","Value (Year-to-date)","99","HK$ Mn"
"2022","Jan","Total Exports","SEYCHELLES","Value (Monthly)","1","HK$ Mn"
"2022","Jan","Total Exports","SEYCHELLES","Value (Year-to-date)","1","HK$ Mn"
"2022","Jan","Total Exports","SIERRA LEONE","Value (Monthly)","2","HK$ Mn"
"2022","Jan","Total Exports","SIERRA LEONE","Value (Year-to-date)","2","HK$ Mn"
"2022","Jan","Total Exports","SINGAPORE","Value (Monthly)","8,722","HK$ Mn"
"2022","Jan","Total Exports","SINGAPORE","Value (Year-to-date)","8,722","HK$ Mn"
"2022","Jan","Total Exports","SLOVAKIA","Value (Monthly)","106","HK$ Mn"
"2022","Jan","Total Exports","SLOVAKIA","Value (Year-to-date)","106","HK$ Mn"
"2022","Jan","Total Exports","SLOVENIA","Value (Monthly)","58","HK$ Mn"
"2022","Jan","Total Exports","SLOVENIA","Value (Year-to-date)","58","HK$ Mn"
"2022","Jan","Total Exports","SOLOMON ISLANDS","Value (Monthly)","1","HK$ Mn"
"2022","Jan","Total Exports","SOLOMON ISLANDS","Value (Year-to-date)","1","HK$ Mn"
"2022","Jan","Total Exports","SOMALIA","Value (Monthly)","4","HK$ Mn"
"2022","Jan","Total Exports","SOMALIA","Value (Year-to-date)","4","HK$ Mn"
"2022","Jan","Total Exports","SOUTH AFRICA","Value (Monthly)","752","HK$ Mn"
"2022","Jan","Total Exports","SOUTH AFRICA","Value (Year-to-date)","752","HK$ Mn"
"2022","Jan","Total Exports","SOUTH SUDAN","Value (Monthly)","1","HK$ Mn"
"2022","Jan","Total Exports","SOUTH SUDAN","Value (Year-to-date)","1","HK$ Mn"
"2022","Jan","Total Exports","SPAIN","Value (Monthly)","1,486","HK$ Mn"
"2022","Jan","Total Exports","SPAIN","Value (Year-to-date)","1,486","HK$ Mn"
"2022","Jan","Total Exports","SRI LANKA","Value (Monthly)","307","HK$ Mn"
"2022","Jan","Total Exports","SRI LANKA","Value (Year-to-date)","307","HK$ Mn"
"2022","Jan","Total Exports","SUDAN","Value (Monthly)","2","HK$ Mn"
"2022","Jan","Total Exports","SUDAN","Value (Year-to-date)","2","HK$ Mn"
"2022","Jan","Total Exports","SURINAME","Value (Monthly)","3","HK$ Mn"
"2022","Jan","Total Exports","SURINAME","Value (Year-to-date)","3","HK$ Mn"
"2022","Jan","Total Exports","SWEDEN","Value (Monthly)","540","HK$ Mn"
"2022","Jan","Total Exports","SWEDEN","Value (Year-to-date)","540","HK$ Mn"
"2022","Jan","Total Exports","SWITZERLAND","Value (Monthly)","2,010","HK$ Mn"
"2022","Jan","Total Exports","SWITZERLAND","Value (Year-to-date)","2,010","HK$ Mn"
"2022","Jan","Total Exports","SYRIAN ARAB REPUBLIC","Value (Monthly)","-",""
"2022","Jan","Total Exports","SYRIAN ARAB REPUBLIC","Value (Year-to-date)","-",""
"2022","Jan","Total Exports","TAIWAN","Value (Monthly)","16,529","HK$ Mn"
"2022","Jan","Total Exports","TAIWAN","Value (Year-to-date)","16,529","HK$ Mn"
"2022","Jan","Total Exports","TAJIKISTAN","Value (Monthly)","1","HK$ Mn"
"2022","Jan","Total Exports","TAJIKISTAN","Value (Year-to-date)","1","HK$ Mn"
"2022","Jan","Total Exports","TANZANIA,UNITED REP","Value (Monthly)","20","HK$ Mn"
"2022","Jan","Total Exports","TANZANIA,UNITED REP","Value (Year-to-date)","20","HK$ Mn"
"2022","Jan","Total Exports","THAILAND","Value (Monthly)","6,739","HK$ Mn"
"2022","Jan","Total Exports","THAILAND","Value (Year-to-date)","6,739","HK$ Mn"
"2022","Jan","Total Exports","THE MAINLAND OF CHINA","Value (Monthly)","254,330","HK$ Mn"
"2022","Jan","Total Exports","THE MAINLAND OF CHINA","Value (Year-to-date)","254,330","HK$ Mn"
"2022","Jan","Total Exports","TIMOR-LESTE","Value (Monthly)","1","HK$ Mn"
"2022","Jan","Total Exports","TIMOR-LESTE","Value (Year-to-date)","1","HK$ Mn"
"2022","Jan","Total Exports","TOGO","Value (Monthly)","270","HK$ Mn"
"2022","Jan","Total Exports","TOGO","Value (Year-to-date)","270","HK$ Mn"
"2022","Jan","Total Exports","TOKELAU","Value (Monthly)","-",""
"2022","Jan","Total Exports","TOKELAU","Value (Year-to-date)","-",""
"2022","Jan","Total Exports","TONGA","Value (Monthly)","0@Mn","HK$ Mn"
"2022","Jan","Total Exports","TONGA","Value (Year-to-date)","0@Mn","HK$ Mn"
"2022","Jan","Total Exports","TRINIDAD & TOBAGO","Value (Monthly)","6","HK$ Mn"
"2022","Jan","Total Exports","TRINIDAD & TOBAGO","Value (Year-to-date)","6","HK$ Mn"
"2022","Jan","Total Exports","TUNISIA","Value (Monthly)","188","HK$ Mn"
"2022","Jan","Total Exports","TUNISIA","Value (Year-to-date)","188","HK$ Mn"
"2022","Jan","Total Exports","TURKEY","Value (Monthly)","694","HK$ Mn"
"2022","Jan","Total Exports","TURKEY","Value (Year-to-date)","694","HK$ Mn"
"2022","Jan","Total Exports","TURKMENISTAN","Value (Monthly)","2","HK$ Mn"
"2022","Jan","Total Exports","TURKMENISTAN","Value (Year-to-date)","2","HK$ Mn"
"2022","Jan","Total Exports","TUVALU","Value (Monthly)","0@Mn","HK$ Mn"
"2022","Jan","Total Exports","TUVALU","Value (Year-to-date)","0@Mn","HK$ Mn"
"2022","Jan","Total Exports","UGANDA","Value (Monthly)","19","HK$ Mn"
"2022","Jan","Total Exports","UGANDA","Value (Year-to-date)","19","HK$ Mn"
"2022","Jan","Total Exports","UKRAINE","Value (Monthly)","201","HK$ Mn"
"2022","Jan","Total Exports","UKRAINE","Value (Year-to-date)","201","HK$ Mn"
"2022","Jan","Total Exports","UNITED ARAB EMIRATES","Value (Monthly)","7,710","HK$ Mn"
"2022","Jan","Total Exports","UNITED ARAB EMIRATES","Value (Year-to-date)","7,710","HK$ Mn"
"2022","Jan","Total Exports","UNITED KINGDOM","Value (Monthly)","4,561","HK$ Mn"
"2022","Jan","Total Exports","UNITED KINGDOM","Value (Year-to-date)","4,561","HK$ Mn"
"2022","Jan","Total Exports","URUGUAY","Value (Monthly)","120","HK$ Mn"
"2022","Jan","Total Exports","URUGUAY","Value (Year-to-date)","120","HK$ Mn"
"2022","Jan","Total Exports","US MINOR OUTLYING IS","Value (Monthly)","-",""
"2022","Jan","Total Exports","US MINOR OUTLYING IS","Value (Year-to-date)","-",""
"2022","Jan","Total Exports","USA","Value (Monthly)","31,860","HK$ Mn"
"2022","Jan","Total Exports","USA","Value (Year-to-date)","31,860","HK$ Mn"
"2022","Jan","Total Exports","UZBEKISTAN","Value (Monthly)","39","HK$ Mn"
"2022","Jan","Total Exports","UZBEKISTAN","Value (Year-to-date)","39","HK$ Mn"
"2022","Jan","Total Exports","VANUATU","Value (Monthly)","1","HK$ Mn"
"2022","Jan","Total Exports","VANUATU","Value (Year-to-date)","1","HK$ Mn"
"2022","Jan","Total Exports","VENEZUELA, BOLIVARIAN","Value (Monthly)","1","HK$ Mn"
"2022","Jan","Total Exports","VENEZUELA, BOLIVARIAN","Value (Year-to-date)","1","HK$ Mn"
"2022","Jan","Total Exports","VIET NAM","Value (Monthly)","13,633","HK$ Mn"
"2022","Jan","Total Exports","VIET NAM","Value (Year-to-date)","13,633","HK$ Mn"
"2022","Jan","Total Exports","VIRGIN ISLANDS (U.S.)","Value (Monthly)","1","HK$ Mn"
"2022","Jan","Total Exports","VIRGIN ISLANDS (U.S.)","Value (Year-to-date)","1","HK$ Mn"
"2022","Jan","Total Exports","WESTERN EUROPE, NESOI","Value (Monthly)","0@Mn","HK$ Mn"
"2022","Jan","Total Exports","WESTERN EUROPE, NESOI","Value (Year-to-date)","0@Mn","HK$ Mn"
"2022","Jan","Total Exports","YEMEN","Value (Monthly)","0@Mn","HK$ Mn"
"2022","Jan","Total Exports","YEMEN","Value (Year-to-date)","0@Mn","HK$ Mn"
"2022","Jan","Total Exports","ZAMBIA","Value (Monthly)","28","HK$ Mn"
"2022","Jan","Total Exports","ZAMBIA","Value (Year-to-date)","28","HK$ Mn"
"2022","Jan","Total Exports","ZIMBABWE","Value (Monthly)","16","HK$ Mn"
"2022","Jan","Total Exports","ZIMBABWE","Value (Year-to-date)","16","HK$ Mn"
"2022","Feb","Total Exports","AFGHANISTAN","Value (Monthly)","-",""
"2022","Feb","Total Exports","AFGHANISTAN","Value (Year-to-date)","-",""
"2022","Feb","Total Exports","AFRICA, NESOI","Value (Monthly)","0@Mn","HK$ Mn"
"2022","Feb","Total Exports","AFRICA, NESOI","Value (Year-to-date)","0@Mn","HK$ Mn"
"2022","Feb","Total Exports","ALBANIA","Value (Monthly)","3","HK$ Mn"
"2022","Feb","Total Exports","ALBANIA","Value (Year-to-date)","5","HK$ Mn"
"2022","Feb","Total Exports","ALGERIA","Value (Monthly)","5","HK$ Mn"
"2022","Feb","Total Exports","ALGERIA","Value (Year-to-date)","17","HK$ Mn"
"2022","Feb","Total Exports","AMERICAN SAMOA","Value (Monthly)","0@Mn","HK$ Mn"
"2022","Feb","Total Exports","AMERICAN SAMOA","Value (Year-to-date)","0@Mn","HK$ Mn"
"2022","Feb","Total Exports","ANDORRA","Value (Monthly)","1","HK$ Mn"
"2022","Feb","Total Exports","ANDORRA","Value (Year-to-date)","1","HK$ Mn"
"2022","Feb","Total Exports","ANGOLA","Value (Monthly)","8","HK$ Mn"
"2022","Feb","Total Exports","ANGOLA","Value (Year-to-date)","36","HK$ Mn"
"2022","Feb","Total Exports","ARGENTINA","Value (Monthly)","296","HK$ Mn"
"2022","Feb","Total Exports","ARGENTINA","Value (Year-to-date)","817","HK$ Mn"
"2022","Feb","Total Exports","ARMENIA","Value (Monthly)","95","HK$ Mn"
"2022","Feb","Total Exports","ARMENIA","Value (Year-to-date)","124","HK$ Mn"
"2022","Feb","Total Exports","ARUBA","Value (Monthly)","3","HK$ Mn"
"2022","Feb","Total Exports","ARUBA","Value (Year-to-date)","4","HK$ Mn"
"2022","Feb","Total Exports","ASIA, NESOI","Value (Monthly)","-",""
"2022","Feb","Total Exports","ASIA, NESOI","Value (Year-to-date)","0@Mn","HK$ Mn"
"2022","Feb","Total Exports","AUSTRALASIA & OCEANIA, NESOI","Value (Monthly)","10","HK$ Mn"
"2022","Feb","Total Exports","AUSTRALASIA & OCEANIA, NESOI","Value (Year-to-date)","24","HK$ Mn"
"2022","Feb","Total Exports","AUSTRALIA","Value (Monthly)","1,563","HK$ Mn"
"2022","Feb","Total Exports","AUSTRALIA","Value (Year-to-date)","4,900","HK$ Mn"
"2022","Feb","Total Exports","AUSTRIA","Value (Monthly)","746","HK$ Mn"
"2022","Feb","Total Exports","AUSTRIA","Value (Year-to-date)","1,582","HK$ Mn"
"2022","Feb","Total Exports","AZERBAIJAN","Value (Monthly)","29","HK$ Mn"
"2022","Feb","Total Exports","AZERBAIJAN","Value (Year-to-date)","67","HK$ Mn"
"2022","Feb","Total Exports","BAHAMAS","Value (Monthly)","0@Mn","HK$ Mn"
"2022","Feb","Total Exports","BAHAMAS","Value (Year-to-date)","1","HK$ Mn"
"2022","Feb","Total Exports","BAHRAIN","Value (Monthly)","35","HK$ Mn"
"2022","Feb","Total Exports","BAHRAIN","Value (Year-to-date)","76","HK$ Mn"
"2022","Feb","Total Exports","BANGLADESH","Value (Monthly)","859","HK$ Mn"
"2022","Feb","Total Exports","BANGLADESH","Value (Year-to-date)","2,129","HK$ Mn"
"2022","Feb","Total Exports","BARBADOS","Value (Monthly)","1","HK$ Mn"
"2022","Feb","Total Exports","BARBADOS","Value (Year-to-date)","1","HK$ Mn"
"2022","Feb","Total Exports","BELARUS","Value (Monthly)","32","HK$ Mn"
"2022","Feb","Total Exports","BELARUS","Value (Year-to-date)","75","HK$ Mn"
"2022","Feb","Total Exports","BELGIUM","Value (Monthly)","1,421","HK$ Mn"
"2022","Feb","Total Exports","BELGIUM","Value (Year-to-date)","2,952","HK$ Mn"
"2022","Feb","Total Exports","BELIZE","Value (Monthly)","0@Mn","HK$ Mn"
"2022","Feb","Total Exports","BELIZE","Value (Year-to-date)","2","HK$ Mn"
"2022","Feb","Total Exports","BENIN","Value (Monthly)","7","HK$ Mn"
"2022","Feb","Total Exports","BENIN","Value (Year-to-date)","21","HK$ Mn"
"2022","Feb","Total Exports","BHUTAN","Value (Monthly)","1","HK$ Mn"
"2022","Feb","Total Exports","BHUTAN","Value (Year-to-date)","11","HK$ Mn"
"2022","Feb","Total Exports","BOLIVIA, P STATE OF","Value (Monthly)","7","HK$ Mn"
"2022","Feb","Total Exports","BOLIVIA, P STATE OF","Value (Year-to-date)","22","HK$ Mn"
"2022","Feb","Total Exports","BOSNIA & HERZEGOVINA","Value (Monthly)","2","HK$ Mn"
"2022","Feb","Total Exports","BOSNIA & HERZEGOVINA","Value (Year-to-date)","5","HK$ Mn"
"2022","Feb","Total Exports","BOTSWANA","Value (Monthly)","4","HK$ Mn"
"2022","Feb","Total Exports","BOTSWANA","Value (Year-to-date)","37","HK$ Mn"
"2022","Feb","Total Exports","BRAZIL","Value (Monthly)","1,483","HK$ Mn"
"2022","Feb","Total Exports","BRAZIL","Value (Year-to-date)","3,181","HK$ Mn"
"2022","Feb","Total Exports","BRUNEI DARUSSALAM","Value (Monthly)","15","HK$ Mn"
"2022","Feb","Total Exports","BRUNEI DARUSSALAM","Value (Year-to-date)","40","HK$ Mn"
"2022","Feb","Total Exports","BULGARIA","Value (Monthly)","135","HK$ Mn"
"2022","Feb","Total Exports","BULGARIA","Value (Year-to-date)","261","HK$ Mn"
"2022","Feb","Total Exports","BURKINA FASO","Value (Monthly)","1","HK$ Mn"
"2022","Feb","Total Exports","BURKINA FASO","Value (Year-to-date)","1","HK$ Mn"
"2022","Feb","Total Exports","BURUNDI","Value (Monthly)","1","HK$ Mn"
"2022","Feb","Total Exports","BURUNDI","Value (Year-to-date)","2","HK$ Mn"
"2022","Feb","Total Exports","CABO VERDE","Value (Monthly)","0@Mn","HK$ Mn"
"2022","Feb","Total Exports","CABO VERDE","Value (Year-to-date)","1","HK$ Mn"
"2022","Feb","Total Exports","CAMBODIA","Value (Monthly)","421","HK$ Mn"
"2022","Feb","Total Exports","CAMBODIA","Value (Year-to-date)","1,211","HK$ Mn"
"2022","Feb","Total Exports","CAMEROON","Value (Monthly)","44","HK$ Mn"
"2022","Feb","Total Exports","CAMEROON","Value (Year-to-date)","76","HK$ Mn"
"2022","Feb","Total Exports","CANADA","Value (Monthly)","1,102","HK$ Mn"
"2022","Feb","Total Exports","CANADA","Value (Year-to-date)","2,575","HK$ Mn"
"2022","Feb","Total Exports","CENTRAL & SOUTH AMERICA,NESOI","Value (Monthly)","4","HK$ Mn"
"2022","Feb","Total Exports","CENTRAL & SOUTH AMERICA,NESOI","Value (Year-to-date)","12","HK$ Mn"
"2022","Feb","Total Exports","CENTRAL AFRICAN REP","Value (Monthly)","0@Mn","HK$ Mn"
"2022","Feb","Total Exports","CENTRAL AFRICAN REP","Value (Year-to-date)","0@Mn","HK$ Mn"
"2022","Feb","Total Exports","CHAD","Value (Monthly)","2","HK$ Mn"
"2022","Feb","Total Exports","CHAD","Value (Year-to-date)","11","HK$ Mn"
"2022","Feb","Total Exports","CHILE","Value (Monthly)","389","HK$ Mn"
"2022","Feb","Total Exports","CHILE","Value (Year-to-date)","1,100","HK$ Mn"
"2022","Feb","Total Exports","CIS & EASTERN EUROPE, NESOI","Value (Monthly)","-",""
"2022","Feb","Total Exports","CIS & EASTERN EUROPE, NESOI","Value (Year-to-date)","0@Mn","HK$ Mn"
"2022","Feb","Total Exports","COLOMBIA","Value (Monthly)","309","HK$ Mn"
"2022","Feb","Total Exports","COLOMBIA","Value (Year-to-date)","592","HK$ Mn"
"2022","Feb","Total Exports","COMOROS","Value (Monthly)","-",""
"2022","Feb","Total Exports","COMOROS","Value (Year-to-date)","0@Mn","HK$ Mn"
"2022","Feb","Total Exports","CONGO","Value (Monthly)","16","HK$ Mn"
"2022","Feb","Total Exports","CONGO","Value (Year-to-date)","28","HK$ Mn"
"2022","Feb","Total Exports","CONGO, DEM REP THE","Value (Monthly)","43","HK$ Mn"
"2022","Feb","Total Exports","CONGO, DEM REP THE","Value (Year-to-date)","84","HK$ Mn"
"2022","Feb","Total Exports","COSTA RICA","Value (Monthly)","37","HK$ Mn"
"2022","Feb","Total Exports","COSTA RICA","Value (Year-to-date)","98","HK$ Mn"
"2022","Feb","Total Exports","COTE D'IVOIRE","Value (Monthly)","15","HK$ Mn"
"2022","Feb","Total Exports","COTE D'IVOIRE","Value (Year-to-date)","30","HK$ Mn"
"2022","Feb","Total Exports","CROATIA","Value (Monthly)","64","HK$ Mn"
"2022","Feb","Total Exports","CROATIA","Value (Year-to-date)","152","HK$ Mn"
"2022","Feb","Total Exports","CUBA","Value (Monthly)","1","HK$ Mn"
"2022","Feb","Total Exports","CUBA","Value (Year-to-date)","1","HK$ Mn"
"2022","Feb","Total Exports","CYPRUS","Value (Monthly)","22","HK$ Mn"
"2022","Feb","Total Exports","CYPRUS","Value (Year-to-date)","31","HK$ Mn"
"2022","Feb","Total Exports","CZECHIA","Value (Monthly)","885","HK$ Mn"
"2022","Feb","Total Exports","CZECHIA","Value (Year-to-date)","1,929","HK$ Mn"
"2022","Feb","Total Exports","DENMARK","Value (Monthly)","245","HK$ Mn"
"2022","Feb","Total Exports","DENMARK","Value (Year-to-date)","561","HK$ Mn"
"2022","Feb","Total Exports","DJIBOUTI","Value (Monthly)","0@Mn","HK$ Mn"
"2022","Feb","Total Exports","DJIBOUTI","Value (Year-to-date)","0@Mn","HK$ Mn"
"2022","Feb","Total Exports","DOMINICAN REPUBLIC","Value (Monthly)","25","HK$ Mn"
"2022","Feb","Total Exports","DOMINICAN REPUBLIC","Value (Year-to-date)","73","HK$ Mn"
"2022","Feb","Total Exports","ECUADOR","Value (Monthly)","39","HK$ Mn"
"2022","Feb","Total Exports","ECUADOR","Value (Year-to-date)","102","HK$ Mn"
"2022","Feb","Total Exports","EGYPT","Value (Monthly)","626","HK$ Mn"
