Year,Month,Trade Type,Consignment,Statistics,Value,Unit
"2021","Mar","Total Exports","BELGIUM","Value (Year-to-date)","4,265","HK$ Mn"
"2021","Mar","Total Exports","BELIZE","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Total Exports","BELIZE","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Total Exports","BENIN","Value (Monthly)","5","HK$ Mn"
"2021","Mar","Total Exports","BENIN","Value (Year-to-date)","13","HK$ Mn"
"2021","Mar","Total Exports","BHUTAN","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Total Exports","BHUTAN","Value (Year-to-date)","1","HK$ Mn"
"2021","Mar","Total Exports","BOLIVIA, P STATE OF","Value (Monthly)","15","HK$ Mn"
"2021","Mar","Total Exports","BOLIVIA, P STATE OF","Value (Year-to-date)","52","HK$ Mn"
"2021","Mar","Total Exports","BOSNIA & HERZEGOVINA","Value (Monthly)","5","HK$ Mn"
"2021","Mar","Total Exports","BOSNIA & HERZEGOVINA","Value (Year-to-date)","14","HK$ Mn"
"2021","Mar","Total Exports","BOTSWANA","Value (Monthly)","43","HK$ Mn"
"2021","Mar","Total Exports","BOTSWANA","Value (Year-to-date)","59","HK$ Mn"
"2021","Mar","Total Exports","BRAZIL","Value (Monthly)","1,276","HK$ Mn"
"2021","Mar","Total Exports","BRAZIL","Value (Year-to-date)","4,676","HK$ Mn"
"2021","Mar","Total Exports","BRUNEI DARUSSALAM","Value (Monthly)","47","HK$ Mn"
"2021","Mar","Total Exports","BRUNEI DARUSSALAM","Value (Year-to-date)","69","HK$ Mn"
"2021","Mar","Total Exports","BULGARIA","Value (Monthly)","75","HK$ Mn"
"2021","Mar","Total Exports","BULGARIA","Value (Year-to-date)","236","HK$ Mn"
"2021","Mar","Total Exports","BURKINA FASO","Value (Monthly)","3","HK$ Mn"
"2021","Mar","Total Exports","BURKINA FASO","Value (Year-to-date)","6","HK$ Mn"
"2021","Mar","Total Exports","BURUNDI","Value (Monthly)","3","HK$ Mn"
"2021","Mar","Total Exports","BURUNDI","Value (Year-to-date)","11","HK$ Mn"
"2021","Mar","Total Exports","CABO VERDE","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Total Exports","CABO VERDE","Value (Year-to-date)","1","HK$ Mn"
"2021","Mar","Total Exports","CAMBODIA","Value (Monthly)","599","HK$ Mn"
"2021","Mar","Total Exports","CAMBODIA","Value (Year-to-date)","1,904","HK$ Mn"
"2021","Mar","Total Exports","CAMEROON","Value (Monthly)","44","HK$ Mn"
"2021","Mar","Total Exports","CAMEROON","Value (Year-to-date)","138","HK$ Mn"
"2021","Mar","Total Exports","CANADA","Value (Monthly)","1,160","HK$ Mn"
"2021","Mar","Total Exports","CANADA","Value (Year-to-date)","3,655","HK$ Mn"
"2021","Mar","Total Exports","CENTRAL & SOUTH AMERICA,NESOI","Value (Monthly)","6","HK$ Mn"
"2021","Mar","Total Exports","CENTRAL & SOUTH AMERICA,NESOI","Value (Year-to-date)","27","HK$ Mn"
"2021","Mar","Total Exports","CENTRAL AFRICAN REP","Value (Monthly)","2","HK$ Mn"
"2021","Mar","Total Exports","CENTRAL AFRICAN REP","Value (Year-to-date)","6","HK$ Mn"
"2021","Mar","Total Exports","CHAD","Value (Monthly)","7","HK$ Mn"
"2021","Mar","Total Exports","CHAD","Value (Year-to-date)","43","HK$ Mn"
"2021","Mar","Total Exports","CHILE","Value (Monthly)","446","HK$ Mn"
"2021","Mar","Total Exports","CHILE","Value (Year-to-date)","1,296","HK$ Mn"
"2021","Mar","Total Exports","CIS & EASTERN EUROPE, NESOI","Value (Monthly)","-",""
"2021","Mar","Total Exports","CIS & EASTERN EUROPE, NESOI","Value (Year-to-date)","-",""
"2021","Mar","Total Exports","COLOMBIA","Value (Monthly)","369","HK$ Mn"
"2021","Mar","Total Exports","COLOMBIA","Value (Year-to-date)","1,254","HK$ Mn"
"2021","Mar","Total Exports","COMOROS","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Total Exports","COMOROS","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Total Exports","CONGO","Value (Monthly)","17","HK$ Mn"
"2021","Mar","Total Exports","CONGO","Value (Year-to-date)","58","HK$ Mn"
"2021","Mar","Total Exports","CONGO, DEM REP THE","Value (Monthly)","44","HK$ Mn"
"2021","Mar","Total Exports","CONGO, DEM REP THE","Value (Year-to-date)","137","HK$ Mn"
"2021","Mar","Total Exports","COSTA RICA","Value (Monthly)","49","HK$ Mn"
"2021","Mar","Total Exports","COSTA RICA","Value (Year-to-date)","121","HK$ Mn"
"2021","Mar","Total Exports","COTE D'IVOIRE","Value (Monthly)","34","HK$ Mn"
"2021","Mar","Total Exports","COTE D'IVOIRE","Value (Year-to-date)","77","HK$ Mn"
"2021","Mar","Total Exports","CROATIA","Value (Monthly)","59","HK$ Mn"
"2021","Mar","Total Exports","CROATIA","Value (Year-to-date)","202","HK$ Mn"
"2021","Mar","Total Exports","CUBA","Value (Monthly)","3","HK$ Mn"
"2021","Mar","Total Exports","CUBA","Value (Year-to-date)","7","HK$ Mn"
"2021","Mar","Total Exports","CYPRUS","Value (Monthly)","14","HK$ Mn"
"2021","Mar","Total Exports","CYPRUS","Value (Year-to-date)","35","HK$ Mn"
"2021","Mar","Total Exports","CZECHIA","Value (Monthly)","737","HK$ Mn"
"2021","Mar","Total Exports","CZECHIA","Value (Year-to-date)","2,538","HK$ Mn"
"2021","Mar","Total Exports","DENMARK","Value (Monthly)","304","HK$ Mn"
"2021","Mar","Total Exports","DENMARK","Value (Year-to-date)","883","HK$ Mn"
"2021","Mar","Total Exports","DJIBOUTI","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Total Exports","DJIBOUTI","Value (Year-to-date)","4","HK$ Mn"
"2021","Mar","Total Exports","DOMINICAN REPUBLIC","Value (Monthly)","290","HK$ Mn"
"2021","Mar","Total Exports","DOMINICAN REPUBLIC","Value (Year-to-date)","453","HK$ Mn"
"2021","Mar","Total Exports","ECUADOR","Value (Monthly)","50","HK$ Mn"
"2021","Mar","Total Exports","ECUADOR","Value (Year-to-date)","161","HK$ Mn"
"2021","Mar","Total Exports","EGYPT","Value (Monthly)","1,006","HK$ Mn"
"2021","Mar","Total Exports","EGYPT","Value (Year-to-date)","2,819","HK$ Mn"
"2021","Mar","Total Exports","EL SALVADOR","Value (Monthly)","26","HK$ Mn"
"2021","Mar","Total Exports","EL SALVADOR","Value (Year-to-date)","114","HK$ Mn"
"2021","Mar","Total Exports","EQUATORIAL GUINEA","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Total Exports","EQUATORIAL GUINEA","Value (Year-to-date)","1","HK$ Mn"
"2021","Mar","Total Exports","ESTONIA","Value (Monthly)","45","HK$ Mn"
"2021","Mar","Total Exports","ESTONIA","Value (Year-to-date)","116","HK$ Mn"
"2021","Mar","Total Exports","ESWATINI","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Total Exports","ESWATINI","Value (Year-to-date)","1","HK$ Mn"
"2021","Mar","Total Exports","ETHIOPIA","Value (Monthly)","141","HK$ Mn"
"2021","Mar","Total Exports","ETHIOPIA","Value (Year-to-date)","703","HK$ Mn"
"2021","Mar","Total Exports","FIJI","Value (Monthly)","5","HK$ Mn"
"2021","Mar","Total Exports","FIJI","Value (Year-to-date)","20","HK$ Mn"
"2021","Mar","Total Exports","FINLAND","Value (Monthly)","109","HK$ Mn"
"2021","Mar","Total Exports","FINLAND","Value (Year-to-date)","384","HK$ Mn"
"2021","Mar","Total Exports","FRANCE","Value (Monthly)","2,239","HK$ Mn"
"2021","Mar","Total Exports","FRANCE","Value (Year-to-date)","7,415","HK$ Mn"
"2021","Mar","Total Exports","GABON","Value (Monthly)","29","HK$ Mn"
"2021","Mar","Total Exports","GABON","Value (Year-to-date)","48","HK$ Mn"
"2021","Mar","Total Exports","GAMBIA","Value (Monthly)","2","HK$ Mn"
"2021","Mar","Total Exports","GAMBIA","Value (Year-to-date)","7","HK$ Mn"
"2021","Mar","Total Exports","GEORGIA","Value (Monthly)","17","HK$ Mn"
"2021","Mar","Total Exports","GEORGIA","Value (Year-to-date)","62","HK$ Mn"
"2021","Mar","Total Exports","GERMANY","Value (Monthly)","4,925","HK$ Mn"
"2021","Mar","Total Exports","GERMANY","Value (Year-to-date)","15,510","HK$ Mn"
"2021","Mar","Total Exports","GHANA","Value (Monthly)","36","HK$ Mn"
"2021","Mar","Total Exports","GHANA","Value (Year-to-date)","68","HK$ Mn"
"2021","Mar","Total Exports","GIBRALTAR","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Total Exports","GIBRALTAR","Value (Year-to-date)","1","HK$ Mn"
"2021","Mar","Total Exports","GREECE","Value (Monthly)","119","HK$ Mn"
"2021","Mar","Total Exports","GREECE","Value (Year-to-date)","407","HK$ Mn"
"2021","Mar","Total Exports","GREENLAND","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Total Exports","GREENLAND","Value (Year-to-date)","0@Mn","HK$ Mn"
"2021","Mar","Total Exports","GRENADA","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Total Exports","GRENADA","Value (Year-to-date)","1","HK$ Mn"
"2021","Mar","Total Exports","GUAM","Value (Monthly)","6","HK$ Mn"
"2021","Mar","Total Exports","GUAM","Value (Year-to-date)","16","HK$ Mn"
"2021","Mar","Total Exports","GUATEMALA","Value (Monthly)","98","HK$ Mn"
"2021","Mar","Total Exports","GUATEMALA","Value (Year-to-date)","325","HK$ Mn"
"2021","Mar","Total Exports","GUINEA","Value (Monthly)","38","HK$ Mn"
"2021","Mar","Total Exports","GUINEA","Value (Year-to-date)","115","HK$ Mn"
"2021","Mar","Total Exports","GUINEA-BISSAU","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Total Exports","GUINEA-BISSAU","Value (Year-to-date)","1","HK$ Mn"
"2021","Mar","Total Exports","GUYANA","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Total Exports","GUYANA","Value (Year-to-date)","5","HK$ Mn"
"2021","Mar","Total Exports","HAITI","Value (Monthly)","16","HK$ Mn"
"2021","Mar","Total Exports","HAITI","Value (Year-to-date)","61","HK$ Mn"
"2021","Mar","Total Exports","HOLY SEE","Value (Monthly)","-",""
"2021","Mar","Total Exports","HOLY SEE","Value (Year-to-date)","1","HK$ Mn"
"2021","Mar","Total Exports","HONDURAS","Value (Monthly)","36","HK$ Mn"
"2021","Mar","Total Exports","HONDURAS","Value (Year-to-date)","114","HK$ Mn"
"2021","Mar","Total Exports","HUNGARY","Value (Monthly)","1,002","HK$ Mn"
"2021","Mar","Total Exports","HUNGARY","Value (Year-to-date)","3,697","HK$ Mn"
"2021","Mar","Total Exports","ICELAND","Value (Monthly)","4","HK$ Mn"
"2021","Mar","Total Exports","ICELAND","Value (Year-to-date)","12","HK$ Mn"
"2021","Mar","Total Exports","INDIA","Value (Monthly)","12,421","HK$ Mn"
"2021","Mar","Total Exports","INDIA","Value (Year-to-date)","29,587","HK$ Mn"
"2021","Mar","Total Exports","INDONESIA","Value (Monthly)","1,694","HK$ Mn"
"2021","Mar","Total Exports","INDONESIA","Value (Year-to-date)","4,518","HK$ Mn"
"2021","Mar","Total Exports","IRAN, ISLAMIC REP","Value (Monthly)","25","HK$ Mn"
"2021","Mar","Total Exports","IRAN, ISLAMIC REP","Value (Year-to-date)","46","HK$ Mn"
"2021","Mar","Total Exports","IRAQ","Value (Monthly)","3","HK$ Mn"
"2021","Mar","Total Exports","IRAQ","Value (Year-to-date)","20","HK$ Mn"
"2021","Mar","Total Exports","IRELAND","Value (Monthly)","172","HK$ Mn"
"2021","Mar","Total Exports","IRELAND","Value (Year-to-date)","499","HK$ Mn"
"2021","Mar","Total Exports","ISRAEL","Value (Monthly)","965","HK$ Mn"
"2021","Mar","Total Exports","ISRAEL","Value (Year-to-date)","2,981","HK$ Mn"
"2021","Mar","Total Exports","ITALY","Value (Monthly)","1,783","HK$ Mn"
"2021","Mar","Total Exports","ITALY","Value (Year-to-date)","5,591","HK$ Mn"
"2021","Mar","Total Exports","JAMAICA","Value (Monthly)","4","HK$ Mn"
"2021","Mar","Total Exports","JAMAICA","Value (Year-to-date)","18","HK$ Mn"
"2021","Mar","Total Exports","JAPAN","Value (Monthly)","8,881","HK$ Mn"
"2021","Mar","Total Exports","JAPAN","Value (Year-to-date)","27,078","HK$ Mn"
"2021","Mar","Total Exports","JORDAN","Value (Monthly)","123","HK$ Mn"
"2021","Mar","Total Exports","JORDAN","Value (Year-to-date)","409","HK$ Mn"
"2021","Mar","Total Exports","KAZAKHSTAN","Value (Monthly)","156","HK$ Mn"
"2021","Mar","Total Exports","KAZAKHSTAN","Value (Year-to-date)","473","HK$ Mn"
"2021","Mar","Total Exports","KENYA","Value (Monthly)","66","HK$ Mn"
"2021","Mar","Total Exports","KENYA","Value (Year-to-date)","190","HK$ Mn"
"2021","Mar","Total Exports","KIRIBATI","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Total Exports","KIRIBATI","Value (Year-to-date)","3","HK$ Mn"
"2021","Mar","Total Exports","KOREA","Value (Monthly)","6,073","HK$ Mn"
"2021","Mar","Total Exports","KOREA","Value (Year-to-date)","16,903","HK$ Mn"
"2021","Mar","Total Exports","KOREA, DEM PEO REP","Value (Monthly)","-",""
"2021","Mar","Total Exports","KOREA, DEM PEO REP","Value (Year-to-date)","-",""
"2021","Mar","Total Exports","KUWAIT","Value (Monthly)","107","HK$ Mn"
"2021","Mar","Total Exports","KUWAIT","Value (Year-to-date)","368","HK$ Mn"
"2021","Mar","Total Exports","KYRGYZSTAN","Value (Monthly)","7","HK$ Mn"
"2021","Mar","Total Exports","KYRGYZSTAN","Value (Year-to-date)","17","HK$ Mn"
"2021","Mar","Total Exports","LAOS","Value (Monthly)","14","HK$ Mn"
"2021","Mar","Total Exports","LAOS","Value (Year-to-date)","34","HK$ Mn"
"2021","Mar","Total Exports","LATVIA","Value (Monthly)","61","HK$ Mn"
"2021","Mar","Total Exports","LATVIA","Value (Year-to-date)","172","HK$ Mn"
"2021","Mar","Total Exports","LEBANON","Value (Monthly)","140","HK$ Mn"
"2021","Mar","Total Exports","LEBANON","Value (Year-to-date)","229","HK$ Mn"
"2021","Mar","Total Exports","LESOTHO","Value (Monthly)","4","HK$ Mn"
"2021","Mar","Total Exports","LESOTHO","Value (Year-to-date)","17","HK$ Mn"
"2021","Mar","Total Exports","LIBERIA","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Total Exports","LIBERIA","Value (Year-to-date)","3","HK$ Mn"
"2021","Mar","Total Exports","LIBYA","Value (Monthly)","5","HK$ Mn"
"2021","Mar","Total Exports","LIBYA","Value (Year-to-date)","19","HK$ Mn"
"2021","Mar","Total Exports","LIECHTENSTEIN","Value (Monthly)","14","HK$ Mn"
"2021","Mar","Total Exports","LIECHTENSTEIN","Value (Year-to-date)","29","HK$ Mn"
"2021","Mar","Total Exports","LITHUANIA","Value (Monthly)","169","HK$ Mn"
"2021","Mar","Total Exports","LITHUANIA","Value (Year-to-date)","582","HK$ Mn"
"2021","Mar","Total Exports","LUXEMBOURG","Value (Monthly)","101","HK$ Mn"
"2021","Mar","Total Exports","LUXEMBOURG","Value (Year-to-date)","345","HK$ Mn"
"2021","Mar","Total Exports","MACAO","Value (Monthly)","5,926","HK$ Mn"
"2021","Mar","Total Exports","MACAO","Value (Year-to-date)","15,717","HK$ Mn"
"2021","Mar","Total Exports","MADAGASCAR","Value (Monthly)","16","HK$ Mn"
"2021","Mar","Total Exports","MADAGASCAR","Value (Year-to-date)","55","HK$ Mn"
"2021","Mar","Total Exports","MALAWI","Value (Monthly)","12","HK$ Mn"
"2021","Mar","Total Exports","MALAWI","Value (Year-to-date)","42","HK$ Mn"
"2021","Mar","Total Exports","MALAYSIA","Value (Monthly)","2,801","HK$ Mn"
"2021","Mar","Total Exports","MALAYSIA","Value (Year-to-date)","8,560","HK$ Mn"
"2021","Mar","Total Exports","MALDIVES","Value (Monthly)","5","HK$ Mn"
"2021","Mar","Total Exports","MALDIVES","Value (Year-to-date)","20","HK$ Mn"
"2021","Mar","Total Exports","MALI","Value (Monthly)","83","HK$ Mn"
"2021","Mar","Total Exports","MALI","Value (Year-to-date)","215","HK$ Mn"
"2021","Mar","Total Exports","MALTA","Value (Monthly)","7","HK$ Mn"
"2021","Mar","Total Exports","MALTA","Value (Year-to-date)","23","HK$ Mn"
"2021","Mar","Total Exports","MARSHALL ISLANDS","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Total Exports","MARSHALL ISLANDS","Value (Year-to-date)","1","HK$ Mn"
"2021","Mar","Total Exports","MAURITANIA","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Total Exports","MAURITANIA","Value (Year-to-date)","3","HK$ Mn"
"2021","Mar","Total Exports","MAURITIUS","Value (Monthly)","16","HK$ Mn"
"2021","Mar","Total Exports","MAURITIUS","Value (Year-to-date)","65","HK$ Mn"
"2021","Mar","Total Exports","MEXICO","Value (Monthly)","2,890","HK$ Mn"
"2021","Mar","Total Exports","MEXICO","Value (Year-to-date)","8,249","HK$ Mn"
"2021","Mar","Total Exports","MICRONESIA FS & PALAU","Value (Monthly)","2","HK$ Mn"
"2021","Mar","Total Exports","MICRONESIA FS & PALAU","Value (Year-to-date)","6","HK$ Mn"
"2021","Mar","Total Exports","MIDDLE EAST, NESOI","Value (Monthly)","-",""
"2021","Mar","Total Exports","MIDDLE EAST, NESOI","Value (Year-to-date)","3","HK$ Mn"
"2021","Mar","Total Exports","MOLDOVA, REPUBLIC OF","Value (Monthly)","9","HK$ Mn"
"2021","Mar","Total Exports","MOLDOVA, REPUBLIC OF","Value (Year-to-date)","35","HK$ Mn"
"2021","Mar","Total Exports","MONGOLIA","Value (Monthly)","14","HK$ Mn"
"2021","Mar","Total Exports","MONGOLIA","Value (Year-to-date)","32","HK$ Mn"
"2021","Mar","Total Exports","MONTENEGRO","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Total Exports","MONTENEGRO","Value (Year-to-date)","3","HK$ Mn"
"2021","Mar","Total Exports","MOROCCO","Value (Monthly)","204","HK$ Mn"
"2021","Mar","Total Exports","MOROCCO","Value (Year-to-date)","708","HK$ Mn"
"2021","Mar","Total Exports","MOZAMBIQUE","Value (Monthly)","11","HK$ Mn"
"2021","Mar","Total Exports","MOZAMBIQUE","Value (Year-to-date)","74","HK$ Mn"
"2021","Mar","Total Exports","MYANMAR","Value (Monthly)","43","HK$ Mn"
"2021","Mar","Total Exports","MYANMAR","Value (Year-to-date)","307","HK$ Mn"
"2021","Mar","Total Exports","NAMIBIA","Value (Monthly)","2","HK$ Mn"
"2021","Mar","Total Exports","NAMIBIA","Value (Year-to-date)","9","HK$ Mn"
"2021","Mar","Total Exports","NAURU","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Total Exports","NAURU","Value (Year-to-date)","1","HK$ Mn"
"2021","Mar","Total Exports","NEPAL","Value (Monthly)","172","HK$ Mn"
"2021","Mar","Total Exports","NEPAL","Value (Year-to-date)","368","HK$ Mn"
"2021","Mar","Total Exports","NETHERLANDS","Value (Monthly)","6,444","HK$ Mn"
"2021","Mar","Total Exports","NETHERLANDS","Value (Year-to-date)","17,342","HK$ Mn"
"2021","Mar","Total Exports","NEW ZEALAND","Value (Monthly)","359","HK$ Mn"
"2021","Mar","Total Exports","NEW ZEALAND","Value (Year-to-date)","911","HK$ Mn"
"2021","Mar","Total Exports","NICARAGUA","Value (Monthly)","10","HK$ Mn"
"2021","Mar","Total Exports","NICARAGUA","Value (Year-to-date)","107","HK$ Mn"
"2021","Mar","Total Exports","NIGER","Value (Monthly)","5","HK$ Mn"
"2021","Mar","Total Exports","NIGER","Value (Year-to-date)","8","HK$ Mn"
"2021","Mar","Total Exports","NIGERIA","Value (Monthly)","582","HK$ Mn"
"2021","Mar","Total Exports","NIGERIA","Value (Year-to-date)","1,589","HK$ Mn"
"2021","Mar","Total Exports","NORTH AMERICA, NESOI","Value (Monthly)","-",""
"2021","Mar","Total Exports","NORTH AMERICA, NESOI","Value (Year-to-date)","-",""
"2021","Mar","Total Exports","NORTH MACEDONIA","Value (Monthly)","16","HK$ Mn"
"2021","Mar","Total Exports","NORTH MACEDONIA","Value (Year-to-date)","39","HK$ Mn"
"2021","Mar","Total Exports","NORTHERN MARIANA IS","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Total Exports","NORTHERN MARIANA IS","Value (Year-to-date)","3","HK$ Mn"
"2021","Mar","Total Exports","NORWAY","Value (Monthly)","76","HK$ Mn"
"2021","Mar","Total Exports","NORWAY","Value (Year-to-date)","241","HK$ Mn"
"2021","Mar","Total Exports","OMAN","Value (Monthly)","66","HK$ Mn"
"2021","Mar","Total Exports","OMAN","Value (Year-to-date)","156","HK$ Mn"
"2021","Mar","Total Exports","PAKISTAN","Value (Monthly)","553","HK$ Mn"
"2021","Mar","Total Exports","PAKISTAN","Value (Year-to-date)","1,376","HK$ Mn"
"2021","Mar","Total Exports","PANAMA","Value (Monthly)","104","HK$ Mn"
"2021","Mar","Total Exports","PANAMA","Value (Year-to-date)","371","HK$ Mn"
"2021","Mar","Total Exports","PAPUA NEW GUINEA","Value (Monthly)","17","HK$ Mn"
"2021","Mar","Total Exports","PAPUA NEW GUINEA","Value (Year-to-date)","46","HK$ Mn"
"2021","Mar","Total Exports","PARAGUAY","Value (Monthly)","86","HK$ Mn"
"2021","Mar","Total Exports","PARAGUAY","Value (Year-to-date)","255","HK$ Mn"
"2021","Mar","Total Exports","PERU","Value (Monthly)","400","HK$ Mn"
"2021","Mar","Total Exports","PERU","Value (Year-to-date)","1,098","HK$ Mn"
"2021","Mar","Total Exports","PHILIPPINES","Value (Monthly)","2,382","HK$ Mn"
"2021","Mar","Total Exports","PHILIPPINES","Value (Year-to-date)","7,866","HK$ Mn"
"2021","Mar","Total Exports","POLAND","Value (Monthly)","1,250","HK$ Mn"
"2021","Mar","Total Exports","POLAND","Value (Year-to-date)","4,034","HK$ Mn"
"2021","Mar","Total Exports","PORTUGAL","Value (Monthly)","168","HK$ Mn"
"2021","Mar","Total Exports","PORTUGAL","Value (Year-to-date)","659","HK$ Mn"
"2021","Mar","Total Exports","POSTAL PACKAGES","Value (Monthly)","124","HK$ Mn"
"2021","Mar","Total Exports","POSTAL PACKAGES","Value (Year-to-date)","357","HK$ Mn"
"2021","Mar","Total Exports","PUERTO RICO","Value (Monthly)","14","HK$ Mn"
"2021","Mar","Total Exports","PUERTO RICO","Value (Year-to-date)","74","HK$ Mn"
"2021","Mar","Total Exports","QATAR","Value (Monthly)","196","HK$ Mn"
"2021","Mar","Total Exports","QATAR","Value (Year-to-date)","1,219","HK$ Mn"
"2021","Mar","Total Exports","ROMANIA","Value (Monthly)","292","HK$ Mn"
"2021","Mar","Total Exports","ROMANIA","Value (Year-to-date)","832","HK$ Mn"
"2021","Mar","Total Exports","RUSSIA","Value (Monthly)","2,725","HK$ Mn"
"2021","Mar","Total Exports","RUSSIA","Value (Year-to-date)","7,635","HK$ Mn"
"2021","Mar","Total Exports","RWANDA","Value (Monthly)","43","HK$ Mn"
"2021","Mar","Total Exports","RWANDA","Value (Year-to-date)","116","HK$ Mn"
"2021","Mar","Total Exports","SAMOA","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Total Exports","SAMOA","Value (Year-to-date)","1","HK$ Mn"
"2021","Mar","Total Exports","SAN MARINO","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Total Exports","SAN MARINO","Value (Year-to-date)","1","HK$ Mn"
"2021","Mar","Total Exports","SAO TOME & PRINCIPE","Value (Monthly)","4","HK$ Mn"
"2021","Mar","Total Exports","SAO TOME & PRINCIPE","Value (Year-to-date)","5","HK$ Mn"
"2021","Mar","Total Exports","SAUDI ARABIA","Value (Monthly)","1,139","HK$ Mn"
"2021","Mar","Total Exports","SAUDI ARABIA","Value (Year-to-date)","2,763","HK$ Mn"
"2021","Mar","Total Exports","SENEGAL","Value (Monthly)","93","HK$ Mn"
"2021","Mar","Total Exports","SENEGAL","Value (Year-to-date)","251","HK$ Mn"
"2021","Mar","Total Exports","SERBIA","Value (Monthly)","137","HK$ Mn"
"2021","Mar","Total Exports","SERBIA","Value (Year-to-date)","301","HK$ Mn"
"2021","Mar","Total Exports","SEYCHELLES","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Total Exports","SEYCHELLES","Value (Year-to-date)","2","HK$ Mn"
"2021","Mar","Total Exports","SIERRA LEONE","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Total Exports","SIERRA LEONE","Value (Year-to-date)","7","HK$ Mn"
"2021","Mar","Total Exports","SINGAPORE","Value (Monthly)","4,683","HK$ Mn"
"2021","Mar","Total Exports","SINGAPORE","Value (Year-to-date)","14,927","HK$ Mn"
"2021","Mar","Total Exports","SLOVAKIA","Value (Monthly)","101","HK$ Mn"
"2021","Mar","Total Exports","SLOVAKIA","Value (Year-to-date)","305","HK$ Mn"
"2021","Mar","Total Exports","SLOVENIA","Value (Monthly)","61","HK$ Mn"
"2021","Mar","Total Exports","SLOVENIA","Value (Year-to-date)","186","HK$ Mn"
"2021","Mar","Total Exports","SOLOMON ISLANDS","Value (Monthly)","0@Mn","HK$ Mn"
"2021","Mar","Total Exports","SOLOMON ISLANDS","Value (Year-to-date)","6","HK$ Mn"
"2021","Mar","Total Exports","SOMALIA","Value (Monthly)","2","HK$ Mn"
"2021","Mar","Total Exports","SOMALIA","Value (Year-to-date)","6","HK$ Mn"
"2021","Mar","Total Exports","SOUTH AFRICA","Value (Monthly)","568","HK$ Mn"
"2021","Mar","Total Exports","SOUTH AFRICA","Value (Year-to-date)","1,767","HK$ Mn"
"2021","Mar","Total Exports","SOUTH SUDAN","Value (Monthly)","3","HK$ Mn"
"2021","Mar","Total Exports","SOUTH SUDAN","Value (Year-to-date)","16","HK$ Mn"
"2021","Mar","Total Exports","SPAIN","Value (Monthly)","1,036","HK$ Mn"
"2021","Mar","Total Exports","SPAIN","Value (Year-to-date)","3,426","HK$ Mn"
"2021","Mar","Total Exports","SRI LANKA","Value (Monthly)","264","HK$ Mn"
"2021","Mar","Total Exports","SRI LANKA","Value (Year-to-date)","934","HK$ Mn"
"2021","Mar","Total Exports","SUDAN","Value (Monthly)","1","HK$ Mn"
"2021","Mar","Total Exports","SUDAN","Value (Year-to-date)","15","HK$ Mn"
"2021","Mar","Total Exports","SURINAME","Value (Monthly)","2","HK$ Mn"
"2021","Mar","Total Exports","SURINAME","Value (Year-to-date)","11","HK$ Mn"
"2021","Mar","Total Exports","SWEDEN","Value (Monthly)","363","HK$ Mn"
"2021","Mar","Total Exports","SWEDEN","Value (Year-to-date)","1,173","HK$ Mn"
"2021","Mar","Total Exports","SWITZERLAND","Value (Monthly)","3,076","HK$ Mn"
"2021","Mar","Total Exports","SWITZERLAND","Value (Year-to-date)","7,807","HK$ Mn"
"2021","Mar","Total Exports","SYRIAN ARAB REPUBLIC","Value (Monthly)","16","HK$ Mn"
"2021","Mar","Total Exports","SYRIAN ARAB REPUBLIC","Value (Year-to-date)","16","HK$ Mn"
"2021","Mar","Total Exports","TAIWAN","Value (Monthly)","11,892","HK$ Mn"
"2021","Mar","Total Exports","TAIWAN","Value (Year-to-date)","31,526","HK$ Mn"
"2021","Mar","Total Exports","TAJIKISTAN","Value (Monthly)","2","HK$ Mn"
"2021","Mar","Total Exports","TAJIKISTAN","Value (Year-to-date)","2","HK$ Mn"
"2021","Mar","Total Exports","TANZANIA,UNITED REP","Value (Monthly)","64","HK$ Mn"
"2021","Mar","Total Exports","TANZANIA,UNITED REP","Value (Year-to-date)","188","HK$ Mn"
